"lakename","stationname","poolstation","year","season","researcher","lakeregloc","lakecountry","lakearea","lakemeandepth","lakemaxdepth","lakeelevation","watershedarea","h2oresidence","lakefetch","stationdistance","stationdepth","stationlat","stationlong","multiplestations","startday","startmonth","startyear","endday","endmonth","endyear","iceduration","periodn","samplenarrat","sampletype","photicdepth","sampledepth","icedepth","snowdepth","icenarrat","sidata","fadata","gutdata","foodwebnarrat","watertemp","airtemp","averadiation","cvradiation","avesecchidepth","cvsecchidepth","avetotphos","cvtotphos","maxtotphos","avetotdissphos","cvtotdissphos","maxtotdissphos","avetotnitro","cvtotnitro","maxtotnitro","avetotdissnitro","cvtotdissnitro","maxtotdissnitro","avetotdoc","cvtotdoc","maxtotdoc","avesuva","cvsuva","maxsuva","avecolor","cvcolor","maxcolor","avechla","cvchla","maxchla","waterchemnarrat","profiles","avephytoppr","maxphytoppr","phytopprunit","phytopprnarrat","phytomethod","avephytomass","cvphytomass","maxphytomass","avephytocount","cvphytocount","maxphytocount","propchloro","propcrypto","propcyano","propdiatom","propdino","propotherphyto","aveciliamass","cvciliamass","maxciliamass","aveciliacount","cvciliacount","maxciliacount","avehnfmass","cvhnfmass","maxhnfmass","avehnfcount","cvhnfcount","maxhnfcount","zoopmethod","avezoopmass","cvzoopmass","maxzoopmass","avezoopcount","cvzoopcount","maxzoopcount","propdaphnia","propothercladoc","propcyclopoid","propcalanoid","proprotifer","propotherzoop","avebactcount","cvbactcount","maxbactcount","avebactprod","cvbactprod","maxbactprod","bactprodunit","bactprodmethod","bactcompnarrat","bensubstrate","avebenalgalmass","cvbenalgalmass","maxbenalgalmass","avebenchla","cvbenchla","maxbenchla","macrophytemass","benamphdens","bengastrodens","benbivalvedens","beninsectdens","benoligodens","fishnarrat","file"
"Allequash Lake",NA,NA,1994,"iceon","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",27,"Nov",1993,19,"Apr",1994,143,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",5,NA,38.6,12.1,NA,NA,"no","no",NA,1.2,-8.66,500.612,0.881200649,2.83,0.43,8,0.265,10,1,2.121,3,318,0.285,382,244,0.293,295,2.79,0.388,3.56,2.76,NA,2.76,NA,NA,NA,6.9,1.2,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.6,0,144.6,0,0.003457815,0.014522822,0.011065007,0.930843707,0.04011065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,1994,"iceoff","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",20,"May",1994,21,"Sep",1994,NA,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",7,NA,NA,NA,NA,NA,"no","no",NA,20.15,16.27,647.319,0.892380957,2.67,0.42,17,0.58,36,7,1.18,25,287,0.271,445,245,0.363,479,3.89,0.126,4.53,2,NA,2,NA,NA,NA,23.6,2.6,426.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981.15,0.372958916,1331.5,0.003006676,0.001375936,0.019925598,0.006013352,0.878153188,0.091525251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,1995,"iceon","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",25,"Nov",1994,24,"Apr",1995,150,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",1,NA,46.5,8.5,NA,NA,"no","no",NA,0.4,-7.4,449.05,0.907884326,2.35,0.27,18,NA,18,7,NA,7,308,NA,308,246,NA,246,3.05,NA,3.05,NA,NA,NA,NA,NA,NA,12.4,1,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.2,0,427.2,0,0,0.046582397,0.010065543,0.873127341,0.070224719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,1995,"iceoff","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",30,"May",1995,7,"Sep",1995,NA,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",6,NA,NA,NA,NA,NA,"no","no",NA,22.98,17.94,709.904,0.840238286,2.47,0.16,14,0.27,19,4,0.768,8,346,0.199,464,306,0.243,441,4.42,0.128,5.51,NA,NA,NA,NA,NA,NA,9.6,0.5,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155,0.570432132,1785.8,0.006103896,0.000909091,0.026450216,0.011645022,0.877575758,0.077316017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,1996,"iceon","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",8,"Nov",1995,9,"May",1996,183,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",4,NA,54.3,21.2,NA,NA,"no","no",NA,NA,-7.16,482.622,0.894201791,2.33,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34,NA,3.34,NA,NA,NA,0.5,1.2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.3,0.56990183,607.9,0,0,0.014111365,0.006737859,0.943808797,0.035341978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,1996,"iceoff","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",30,"May",1996,16,"Sep",1996,NA,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",6,NA,NA,NA,NA,NA,"no","no",NA,21.12,17.41,468.305,1.025203303,2.56,0.22,16,0.195,21,6,0.5,12,271,0.285,391,207,0.336,299,4.67,0.052,5.04,2.49,NA,2.49,NA,NA,NA,18.7,1.4,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1236.15,0.550094687,1887.2,0.003438094,0.000404482,0.012660276,0.004489746,0.9316426,0.047364802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,1997,"iceon","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",14,"Nov",1996,27,"Apr",1997,164,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",1,NA,51.6,18.7,NA,NA,"no","no",NA,0.3,-6.28,436.773,0.967420492,2.43,0.17,9,NA,9,4,NA,4,185,NA,185,165,NA,165,2.6,NA,2.6,3.95,NA,3.95,NA,NA,NA,1.3,1.2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8,0,66.8,0,0,0.094311377,0,0.874251497,0.031437126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,1997,"iceoff","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",13,"May",1997,8,"Sep",1997,NA,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",6,NA,NA,NA,NA,NA,"no","no",NA,19.98,15.59,529.215,0.981600723,2.86,0.23,14,0.249,19,6,0.43,10,196,0.071,213,154,0.068,165,4.01,0.08,4.36,2.84,0.12,3.09,NA,NA,NA,5.8,0.8,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752.6,0.505322549,1274.8,0.002790327,0.000708654,0.019443706,0.010984144,0.891620161,0.074453007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,1998,"iceon","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",16,"Nov",1997,9,"Apr",1998,144,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",4,NA,36.3,10.9,NA,NA,"no","no",NA,1.8,-4.16,311.703,1.062736991,3.1,0.32,23,0.151,25,15,0.539,23,245,0.248,294,224,0.339,311,2.69,0.17,3.22,2.77,NA,2.77,NA,NA,NA,11.9,1.5,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.2,0,398.2,0,0,0.003766951,0.00125565,0.981667504,0.013309895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,1998,"iceoff","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",22,"Apr",1998,22,"Sep",1998,NA,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",6,NA,NA,NA,NA,NA,"no","no",NA,20.68,16.69,576.407,0.897555484,2.7,0.25,14,0.217,22,5,0.21,7,305,0.189,421,238,0.159,294,4.44,0.134,5.41,2.7,NA,2.7,NA,NA,NA,12.6,1.7,133.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.0333333,0.399007094,651.9,0.044859227,0.003764411,0.044074975,0.00705827,0.723002117,0.177241001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,1999,"iceon","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",11,"Dec",1998,13,"Apr",1999,123,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",4,NA,43.3,11.8,NA,NA,"no","no",NA,1.55,-5.67,431.696,0.955562259,3,0.24,7,0.505,10,1,0.707,2,299,0.563,418,272,0.549,378,2.95,0.228,3.43,3.26,NA,3.26,NA,NA,NA,3.4,1.4,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.1,0,102.1,0.581782566,0.00489716,0.015670911,0.015670911,0.258570029,0.123408423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,1999,"iceoff","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",6,"May",1999,7,"Sep",1999,NA,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",6,NA,NA,NA,NA,NA,"no","no",NA,20.82,17.63,498.389,1.007734904,3.31,0.21,13,0.159,19,5,0.416,10,294,0.145,344,221,0.172,292,4.83,0.053,5.27,2.32,NA,2.32,NA,NA,NA,13.4,1.3,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.4666667,0.296311215,554.1,0.021301577,0.002683663,0.042183831,0.009896008,0.820949346,0.102985575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,2000,"iceon","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",1,"Dec",1999,25,"Mar",2000,115,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",3,NA,34.5,12.4,NA,NA,"no","no",NA,0.5,-6.94,352.977,0.940980697,4.85,0.07,5,NA,5,6,NA,6,279,NA,279,447,NA,447,1.72,NA,1.72,3.09,NA,3.09,NA,NA,NA,0,2.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3,0,24.3,0.020576132,0,0.020576132,0.04526749,0.238683128,0.674897119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,2000,"iceoff","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",24,"Apr",2000,8,"Sep",2000,NA,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",7,NA,NA,NA,NA,NA,"no","no",NA,15.85,15.63,691.5,0.808265627,2.72,0.35,19,0.539,40,7,0.574,18,363,0.334,639,268,0.302,416,4.04,0.134,4.98,2.29,NA,2.29,NA,NA,NA,23.1,2,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.3666667,0.645428328,1135.2,0.003540081,0.001551816,0.024877552,0.006886184,0.881383056,0.081761311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,2001,"iceon","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",19,"Nov",2000,22,"Apr",2001,154,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",3,NA,47,13,NA,NA,"no","no",NA,0.4,-6.33,461.579,0.886336875,3.73,0.06,8,0.088,9,7,0.101,8,156,0.086,166,179,0.142,197,2.32,0.116,2.51,3.91,NA,3.91,NA,NA,NA,1.3,1.4,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7,0,38.7,0.082687339,0,0.015503876,0,0.689922481,0.211886305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,2001,"iceoff","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",1,"May",2001,5,"Sep",2001,NA,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",7,NA,NA,NA,NA,NA,"no","no",NA,19.48,17.04,679.639,0.806763189,3.32,0.31,20,0.77,54,9,0.709,23,319,0.442,618,257,0.478,567,3.91,0.081,4.36,2.6,0.09,2.84,NA,NA,NA,48.9,2.6,555.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.8333333,0.787755515,1211.9,0.002859594,0.000343151,0.013897627,0.003317129,0.941492708,0.038089791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,2002,"iceon","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",10,"Dec",2001,18,"Apr",2002,129,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",3,NA,43.6,8.4,NA,NA,"no","no",NA,0.5,-5.59,484.636,0.88940789,3.76,0.04,6,NA,6,5,NA,5,442,NA,442,418,NA,418,3.86,NA,3.86,3.48,0.04,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,0,27.7,0.364620939,0,0.0433213,0,0.368231047,0.223826715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,2002,"iceoff","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",3,"Jun",2002,24,"Sep",2002,NA,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",6,NA,NA,NA,NA,NA,"no","no",NA,19.62,18.03,653.084,0.814372381,3.28,0.23,16,0.182,22,10,0.426,19,363,0.256,490,296,0.294,411,4.79,0.16,5.84,2.2,0.05,2.29,NA,NA,NA,8.8,1.2,62.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.25,0.147813308,536.8,0.044976077,0.002126528,0.018181818,0.008399787,0.882190324,0.044125465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,2003,"iceon","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",17,"Nov",2002,23,"Apr",2003,157,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",3,NA,61.5,6.7,NA,NA,"no","no",NA,0.4,-8.53,509.979,0.855564876,3.2,0.04,8,0,8,7,0.101,8,315,0.238,368,314,0.387,400,2.83,0.367,3.57,2.58,NA,2.58,NA,NA,NA,0.7,1.9,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,0,59,0.303389831,0,0.010169492,0.028813559,0.581355932,0.076271186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,2003,"iceoff","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",29,"May",2003,2,"Sep",2003,NA,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",6,NA,NA,NA,NA,NA,"no","no",NA,21.85,17.39,735.594,0.764342457,3.6,0.25,13,0.556,28,6,0.615,14,301,0.14,374,237,0.174,335,4.82,0.097,5.48,2.18,NA,2.18,NA,NA,NA,8.6,1.4,69.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.1,0.51067336,822.7,0.02505055,0.000954842,0.016737812,0.01005392,0.874073242,0.073129634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,2004,"iceon","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",27,"Nov",2003,18,"Apr",2004,143,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",6,NA,50.5,15.4,NA,NA,"no","no",NA,1.8,-7.95,427.019,0.895344019,3.96,0.24,6,0.589,9,5,0.99,9,391,0.387,498,405,0.356,507,2.66,0.603,3.8,3.27,NA,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7,0,43.7,0.505720824,0.006864989,0.027459954,0.013729977,0.28604119,0.160183066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,2004,"iceoff","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",10,"May",2004,11,"Oct",2004,NA,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",6,NA,NA,NA,NA,NA,"no","no",NA,18.65,15.12,610.856,0.800890192,2.86,0.21,16,0.337,27,7,0.308,11,313,0.1,385,242,0.145,309,4.19,0.057,4.64,2.41,NA,2.41,NA,NA,NA,6.6,1.2,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.8166667,0.645942908,877.7,0.0300053,0.000570753,0.029026866,0.002935301,0.846997432,0.090464348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,2005,"iceon","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",12,"Dec",2004,12,"Apr",2005,121,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",4,NA,47.6,5.3,NA,NA,"no","no",NA,1.23,-6.12,502.065,0.841640224,4.56,0.05,9,0.111,10,6,0.096,7,283,0.248,357,265,0.326,357,3.83,0.16,4.5,2.52,NA,2.52,NA,NA,NA,0.7,1.5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.6,0,142.6,0.049088359,0,0.06171108,0.008415147,0.586255259,0.294530154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,2005,"iceoff","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",19,"Apr",2005,22,"Sep",2005,NA,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",7,NA,NA,NA,NA,NA,"no","no",NA,19.34,16.74,690.467,0.774812221,3.6,0.45,20,1.012,89,8,0.953,35,301,0.262,471,255,0.175,364,4.02,0.117,4.89,2.73,0.22,3.14,NA,NA,NA,12,2.2,155.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47105050,0.5,63803600,0.0209,0.0379,0.7909,0.0205,0.001,0.1285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.1833333,0.450347954,654.9,0.014192376,0.003634633,0.024879927,0.010990437,0.838172299,0.108130328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
"Allequash Lake",NA,NA,2006,"iceon","Emily.Stanley","Wisconsin","USA",1.642,2.9,8,500,21.5102,NA,NA,NA,NA,46.038,-89.621,"no",24,"Nov",2005,14,"Apr",2006,141,NA,"Dissolved nitrogen sometimes greater than total nitrogen.","in situ",4,NA,45.6,13.6,NA,NA,"no","no",NA,1.8,-4.45,454.2,0.921679789,3.76,0.18,8,0.354,10,6,0.471,8,302,0.602,431,279,0.509,380,2.64,0.316,3.23,3.72,NA,3.72,NA,NA,NA,0.4,1.8,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.9,0,47.9,0.123173278,0,0.016701461,0,0.638830898,0.221294363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stanley_ntllter_1980s-2010s_cleaned.csv"
